movie_id,title,industry,genre,budget_million,release_year,runtime_min,critic_rating,audience_rating,review_sentiment,review_volume,star_power,social_media_buzz,marketing_spend_million,box_office_collection
498,Vikram Vedha (2015),Hindi,Drama,196.48,2021,164,9.0,9.3,0.85,1395,9.3,10,62.5,1472.7
499,Rockstar (2025),Hindi,Drama,145.86,2013,88,4.3,2.9,-0.27,2319,3.9,1122,36.7,817.67
500,Super Deluxe (2019) (2020),Marathi,Drama,42.72,2015,139,3.9,5.5,-0.72,1379,2.7,1665,15.15,72.07
501,Raanjhanaa (2019),Hindi,Romance,126.22,2017,115,6.8,6.8,-0.7,2888,3.4,863,2.22,348.71
502,Queen (2017),Marathi,Comedy,76.62,2014,130,5.7,4.7,-0.39,2100,4.2,547,16.81,128.74
503,Singham Returns,Tamil,Family,68.57,2014,120,6.5,5.8,-0.43,3233,7.0,816,61.71,221.17
504,Tanu Weds Manu (2019) (2021),Hindi,Action,156.21,2011,152,6.0,7.7,0.16,1850,4.6,3776,66.6,442.73
505,Fukrey Returns (2017),Hindi,Comedy,155.43,2021,145,5.8,5.9,0.85,2584,3.7,2961,71.61,371.33
506,Chhichhore (2021),Telugu,Thriller,94.32,2022,104,5.7,5.5,-0.23,249,6.7,1399,7.55,375.95
507,Uri: The Surgical Strike (2014) (2019),Tamil,Family,59.12,2019,139,6.6,7.7,0.98,3424,4.4,2524,53.21,228.69
508,Karthikeya 2 (2019),Telugu,Thriller,49.18,2020,133,6.3,6.4,1.0,2209,7.8,10,44.26,75.0
509,Mersal (2011),Hindi,Musical,61.88,2021,149,6.3,8.2,-0.84,504,5.3,4260,55.69,460.03
510,Bangalore Days (2021),Hindi,Action,73.66,2021,156,6.5,7.4,-0.82,3997,4.2,2523,63.02,269.11
511,Singham (2018),Hindi,Comedy,290.71,2023,158,6.3,9.8,-0.6,1027,7.9,10,37.89,995.61
512,Soorarai Pottru (2023) (2020),Malayalam,Thriller,88.19,2017,157,6.0,7.6,0.21,3,7.5,994,40.51,214.74
513,Master (2023) (2010),Hindi,Drama,239.66,2023,128,8.8,8.8,-0.38,2299,2.9,2341,40.02,2037.82
514,Sultan (2017) (2014),Telugu,Romance,65.3,2011,82,8.0,7.8,-0.68,1038,5.1,77,47.45,193.87
515,Chennai Express (2017) (2022),Bengali,Drama,30.58,2013,143,4.9,4.1,0.29,1559,2.5,2063,27.52,104.12
516,Sairat (2012),Marathi,Action,84.11,2022,133,9.1,9.2,-0.43,2882,1.0,1603,27.88,324.23
517,Robot (Enthiran) (2011),Telugu,Action,26.66,2011,148,6.7,5.4,0.76,2870,3.6,10,21.93,24.82
518,Jhund (2025),Tamil,Romance,97.44,2024,123,4.2,5.7,0.05,1343,8.2,1958,64.57,149.8
519,Kaithi (2016) (2024),Hindi,Romance,287.78,2010,153,7.5,7.3,-0.84,175,4.3,1961,66.95,1155.21
520,Vicky Donor (2012) (2011),Hindi,Drama,45.63,2012,123,7.0,9.8,-0.4,2937,8.1,238,34.82,256.94
521,Tanu Weds Manu (2017),Hindi,Family,54.3,2017,155,7.4,6.5,0.12,602,5.3,2479,48.87,247.04
522,Kabali (2011),Hindi,Comedy,176.85,2014,141,5.8,4.3,-0.82,1059,4.2,6896,8.81,1394.87
523,Shershaah (2014),Hindi,Thriller,188.82,2010,117,6.5,7.6,-0.06,644,6.7,10,6.31,363.5
524,Raid (2017),Bengali,Drama,95.89,2024,137,6.2,6.6,0.7,1850,7.5,1270,47.43,224.48
525,Baahubali: The Beginning (2015),Telugu,Action,45.75,2017,153,7.0,6.4,-0.24,1302,5.5,5517,13.3,261.59
526,Masaan (2011),Malayalam,Thriller,41.8,2023,149,6.0,6.7,0.22,4199,5.9,10,15.9,89.89
527,KGF: Chapter 1 (2015) (2020),Kannada,Action,96.34,2024,151,6.9,7.4,0.19,1877,5.1,4045,17.37,403.63
528,Golmaal Again,Hindi,Thriller,271.32,2023,141,6.9,7.3,-0.58,3491,10.0,3878,59.53,733.16
529,Drishyam (2024),Tamil,Crime,72.15,2021,130,7.1,6.9,-0.49,1174,2.3,2001,55.16,262.52
530,Kesari (2020),Marathi,Family,84.68,2020,110,7.9,8.1,0.08,2849,10.0,10,37.91,92.5
531,Premam (2010),Malayalam,Thriller,27.02,2022,137,5.7,4.3,0.46,1687,5.2,4669,24.32,197.79
532,Sultan (2017) (2011),Bengali,Drama,73.57,2018,113,5.9,5.4,0.6,1905,7.6,10,5.93,328.55
533,Hamari Adhuri Kahani (2012),Hindi,Drama,224.64,2014,137,6.4,7.8,-0.35,1490,5.1,2022,52.92,510.34
534,Drishyam (Telugu remake) (2014),Tamil,Drama,29.59,2018,151,5.2,5.6,0.78,111,4.3,4679,26.63,181.28
535,Kaithi (2015),Hindi,Thriller,47.87,2018,146,6.9,8.7,-0.71,1886,1.0,1129,43.08,74.66
536,Kaithi (2016) (2024),Tamil,Musical,86.97,2017,135,6.5,8.7,0.12,410,4.1,2349,51.9,134.29
537,Enthiran,Hindi,Crime,293.17,2010,126,7.5,8.6,-0.76,440,6.0,1605,61.83,351.39
538,Singham Returns (2012),Hindi,Comedy,239.28,2024,152,6.5,7.8,-0.83,3153,4.1,4076,63.04,610.45
539,Maheshinte Prathikaaram (2010) (2016),Malayalam,Thriller,26.36,2014,123,8.6,9.6,0.19,2045,5.0,1873,13.7,113.45
540,Vada Chennai (2014),Telugu,Drama,83.57,2020,149,8.5,9.1,-0.6,2775,5.5,10,4.89,320.03
541,Kick (2010),Tamil,Action,19.65,2015,140,7.1,5.4,0.54,3567,5.8,559,17.68,42.35
542,Golmaal Again (2023),Tamil,Musical,93.88,2025,140,5.7,7.4,0.59,278,6.9,10,56.84,122.78
543,Mimi,Hindi,Drama,203.51,2011,159,6.2,5.9,0.29,1297,5.8,3908,58.29,1912.59
544,My Name Is Khan (2012),Hindi,Romance,165.41,2014,129,6.2,8.0,0.03,36,5.4,1777,23.12,1342.62
545,Kabir Singh (2014) (2022),Telugu,Family,48.93,2023,111,6.9,6.1,0.91,1980,7.2,3633,43.29,189.08
546,Zindagi Na Milegi Dobara (2023),Hindi,Action,253.44,2018,123,7.2,10.0,-0.45,1869,7.4,4668,26.32,422.51
547,Jai Bhim (2024) (2010),Marathi,Family,24.16,2012,150,4.5,5.2,-0.89,1911,8.1,2043,21.74,59.17
548,Arjun Reddy (2011),Hindi,Action,205.65,2016,147,5.8,7.7,0.11,1075,5.1,3187,42.13,1267.66
549,Badlapur (2024),Hindi,Musical,32.3,2025,129,7.0,5.9,-0.68,105,8.3,10,20.6,176.57
550,Special 26 (2016),Hindi,Drama,16.15,2019,157,8.0,9.4,-0.04,2415,5.3,3304,14.53,255.6
551,Raanjhanaa (2016) (2019),Marathi,Romance,51.34,2012,143,4.7,4.8,0.75,1627,4.5,10,46.21,146.43
552,Dangal (2012) (2015),Bengali,Comedy,5.64,2022,139,7.6,10.0,-0.7,319,8.5,1263,1.73,36.82
553,Rustom (2012),Hindi,Drama,83.86,2021,147,9.2,9.2,-0.76,2619,5.9,2871,25.24,339.72
554,Brahmastra (2011),Hindi,Drama,198.11,2010,156,4.5,5.8,-0.82,2985,6.6,2140,3.16,357.82
555,Raanjhanaa (2010),Hindi,Romance,110.43,2015,161,6.2,6.5,0.49,1644,5.6,10,40.76,368.14
556,Vikram Vedha (2021),Tamil,Romance,65.2,2012,138,6.2,4.5,0.4,1627,7.1,3041,58.68,222.95
557,Enthiran (2023),Bengali,Action,41.87,2018,136,6.6,6.9,-0.07,3143,3.5,926,37.68,147.05
558,Thondimuthalum Driksakshiyum,Tamil,Drama,38.05,2017,151,7.1,6.3,0.7,596,4.5,3411,26.26,124.2
559,Rockstar (2022) (2025),Hindi,Thriller,112.54,2011,134,6.8,6.9,-0.83,1659,3.9,2199,13.22,330.13
560,Jailer (2016),Tamil,Action,42.44,2025,132,7.6,9.2,-0.5,3425,7.9,518,38.2,56.38
561,Golmaal Again (2023),Hindi,Thriller,127.97,2014,121,7.1,8.1,0.19,311,3.2,10,22.26,200.37
562,Lipstick Under My Burkha (2020),Malayalam,Thriller,67.62,2013,121,7.6,9.1,-0.69,3941,7.0,10,10.69,95.31
563,Lucifer (2021) (2016),Malayalam,Romance,62.67,2011,148,7.3,6.0,-0.76,1506,7.5,466,23.86,56.2
564,Padmaavat (2017),Hindi,Drama,123.43,2023,143,6.7,5.4,0.41,177,8.8,936,48.97,217.6
565,Soorarai Pottru (2023) (2021),Malayalam,Romance,55.06,2024,179,6.6,8.2,-0.54,559,6.3,1395,28.17,187.59
566,Ustad Hotel (2011),Kannada,Musical,33.86,2018,152,6.2,5.6,-0.39,869,3.8,5591,30.47,173.26
567,Ra.One (2011),Kannada,Romance,76.27,2015,150,7.9,8.8,-0.13,1538,6.9,10,68.64,109.77
568,Kabali (2024),Hindi,Romance,213.6,2013,114,7.5,9.5,-0.92,2471,6.0,950,10.98,1008.18
569,Raazi,Hindi,Comedy,195.32,2025,125,5.2,6.9,0.47,1851,5.4,1216,11.83,1385.3
570,Lucifer (2021) (2024),Malayalam,Crime,60.89,2024,118,7.0,6.7,-0.77,226,5.6,1869,54.8,215.61
571,Asuran (2018),Hindi,Thriller,224.19,2017,167,6.6,6.9,-0.77,3710,8.4,1070,47.93,1718.21
572,Padmaavat (2017) (2010),Tamil,Comedy,14.64,2024,148,8.3,8.2,0.52,3775,3.3,161,13.18,36.92
573,Drishyam 2,Malayalam,Romance,7.92,2019,123,6.3,5.8,0.77,1268,7.4,2303,7.13,43.16
574,Kabali (2016),Hindi,Romance,18.1,2019,138,6.5,7.3,0.22,770,4.6,3102,16.29,251.36
575,Dum Laga Ke Haisha (2012),Bengali,Action,83.73,2018,136,9.3,10.0,-0.8,1197,7.1,3451,7.49,324.73
576,War (2014),Tamil,Comedy,27.12,2021,140,7.3,7.2,-0.8,3286,3.2,1276,24.41,159.17
577,Thuppakki (2013),Kannada,Action,34.23,2015,134,5.7,6.1,0.11,2481,4.7,4850,30.81,141.98
578,Pushpa: The Rule (2017),Telugu,Action,98.62,2016,137,5.4,6.3,0.74,1660,5.6,1270,50.36,109.75
579,Rockstar (2022) (2019),Hindi,Thriller,255.33,2016,157,6.1,6.7,0.08,1585,5.1,10,79.05,916.62
580,PK (2021),Hindi,Romance,175.14,2013,134,5.1,4.3,0.52,20,7.4,1443,23.85,739.25
581,Housefull 3 (2017),Bengali,Romance,12.5,2021,168,6.0,7.3,-0.29,2046,7.8,10,11.25,34.5
582,Piku (2011),Telugu,Thriller,38.5,2022,146,5.6,6.3,-0.96,3002,9.1,2341,9.29,218.01
583,English Vinglish (2014),Hindi,Drama,236.01,2021,122,5.7,7.3,0.09,395,4.4,3948,36.44,553.34
584,Asuran (2023) (2022),Hindi,Romance,283.79,2013,149,6.6,7.5,0.62,1022,7.9,4711,45.4,1261.97
585,Bhool Bhulaiyaa (2020),Hindi,Action,41.24,2024,135,5.6,4.6,0.78,2452,6.2,4268,37.12,444.22
586,Super Deluxe (2025),Tamil,Musical,68.46,2019,139,6.5,7.2,0.43,1663,8.8,3882,33.43,189.32
587,Jhund (2024),Bengali,Action,48.73,2022,148,7.3,6.9,0.4,1442,6.6,1179,10.78,118.98
588,Paan Singh Tomar (2016) (2016),Malayalam,Action,17.96,2013,138,6.0,6.1,-0.59,2400,4.7,3630,3.48,146.78
589,Pathaan (2024),Hindi,Comedy,182.55,2024,120,9.3,9.3,-0.1,112,2.7,2748,6.67,274.4
590,Rustom (2025),Tamil,Thriller,48.95,2022,142,6.5,6.5,0.45,3529,5.0,934,28.52,134.77
591,Gangs of Wasseypur (2013),Hindi,Romance,285.59,2019,133,8.3,9.9,-0.24,1774,7.9,1691,73.15,608.13
592,Bajirao Mastani (2013),Malayalam,Thriller,3.58,2013,126,6.0,6.6,-0.93,1773,4.6,10,3.22,9.62
593,Gully Boy (2024) (2018),Hindi,Comedy,88.26,2019,137,6.7,6.6,-0.11,2282,4.5,2588,23.21,390.69
594,Vada Chennai (2012) (2025),Hindi,Crime,270.91,2022,125,6.5,5.9,0.27,1504,8.7,10,68.57,485.37
595,Vada Chennai (2012) (2020),Hindi,Thriller,44.72,2018,163,6.6,7.4,0.52,1202,6.5,4050,21.53,266.83
596,Mubarakan (2025),Hindi,Romance,214.03,2014,162,8.0,7.3,-0.36,3239,2.4,333,78.8,668.38
597,KGF: Chapter 2 (2022) (2022),Telugu,Musical,71.95,2011,138,5.9,6.7,0.87,3803,5.2,3181,7.23,189.81
598,Chhichhore (2012),Tamil,Drama,44.02,2020,119,7.4,7.4,-0.56,1492,6.3,10,39.62,123.72
599,Barfi! (2020) (2014),Telugu,Comedy,10.83,2013,153,7.6,6.7,-0.15,2826,6.9,3327,9.75,138.85
600,Barfi! (2011),Hindi,Drama,121.55,2020,133,5.2,5.1,-0.52,1512,10.0,2714,18.12,1098.39
601,Badlapur (2019),Tamil,Musical,20.07,2015,135,6.8,6.3,0.75,1040,7.2,257,18.06,120.64
602,Petta (2015),Tamil,Comedy,10.69,2016,153,6.8,6.5,0.95,3159,7.2,836,9.62,43.28
603,Kahaani (2022) (2015),Tamil,Comedy,28.39,2017,156,7.0,7.1,0.17,4233,6.0,1656,25.55,153.51
604,My Name Is Khan (2014),Hindi,Action,189.21,2025,135,8.1,9.4,-0.02,2443,4.9,529,0.51,758.25
605,Raanjhanaa (2019),Hindi,Thriller,181.91,2013,128,4.1,4.2,-0.04,93,8.6,1994,55.5,629.89
606,Sairat (2011),Marathi,Comedy,76.0,2019,138,8.3,8.4,0.85,1962,3.4,2395,68.4,402.72
607,KGF: Chapter 1 (2015) (2023),Telugu,Drama,73.84,2025,123,7.9,7.9,-0.35,3998,6.6,3635,41.68,345.94
608,Aruvi (2020),Hindi,Drama,238.71,2022,127,6.3,5.7,-0.74,1958,7.1,690,74.01,1113.41
609,Lootera,Hindi,Drama,206.75,2021,143,6.8,6.5,0.41,1689,5.1,1236,13.05,635.45
610,Drishyam (2018),Malayalam,Musical,11.35,2014,152,5.5,5.5,-0.23,1235,3.9,2263,10.21,83.4
611,Jailer (2018),Telugu,Drama,11.67,2018,111,8.2,9.0,0.45,1915,5.4,1391,3.21,94.37
612,Angamaly Diaries (2023),Tamil,Drama,87.56,2015,145,6.3,7.7,-0.84,425,7.6,35,42.53,386.29
613,Bareilly Ki Barfi (2024),Malayalam,Drama,92.87,2014,132,7.2,7.1,-0.59,2707,6.8,1029,73.29,208.7
614,Vikram (2022),Bengali,Romance,7.45,2014,146,8.4,6.8,0.0,1390,8.4,10,6.71,33.9
615,War (2019),Telugu,Drama,20.88,2012,130,9.0,10.0,0.99,2848,3.8,2970,9.1,168.14
616,KGF: Chapter 2 (2010),Kannada,Romance,81.37,2013,124,6.3,7.2,0.59,2101,9.7,3481,73.23,336.81
617,Gangs of Wasseypur (2010),Tamil,Biopic,8.22,2015,117,5.9,7.0,0.45,1945,4.6,5381,7.4,143.22
618,Krrish 3 (2022),Hindi,Drama,90.23,2023,155,8.9,10.0,-0.45,4606,4.9,705,68.0,316.99
619,Ustad Hotel (2018) (2024),Kannada,Drama,35.99,2019,137,5.3,4.5,0.7,3206,6.9,1374,32.39,184.32
620,Jailer (2024),Bengali,Drama,48.09,2015,148,7.2,6.8,-0.09,3480,6.7,1644,26.54,282.18
621,Angamaly Diaries (2015),Malayalam,Comedy,63.72,2014,123,5.6,6.4,-0.8,3469,3.6,5957,57.35,145.06
622,Dhoom 3 (2019),Hindi,Drama,79.24,2025,132,3.2,3.9,0.19,985,5.6,66,12.74,299.89
623,Bangalore Days (2016),Malayalam,Thriller,38.62,2021,131,6.1,6.2,0.23,1277,5.2,2313,34.26,162.61
624,Rathnan Prapancha,Hindi,Musical,167.25,2024,129,6.3,7.6,0.23,3265,1.0,2368,47.67,552.48
625,Drishyam (Malayalam) (2022),Tamil,Musical,84.95,2021,152,6.5,6.8,-0.65,2602,7.5,3358,21.55,378.69
626,Raanjhanaa (2016) (2023),Hindi,Romance,206.33,2019,135,5.7,5.9,0.57,311,1.8,1130,7.05,1001.67
627,Aruvi (2021) (2017),Hindi,Action,24.93,2018,141,6.0,6.9,0.52,4760,6.6,194,11.11,117.74
628,Jhund (2016),Hindi,Biopic,202.02,2016,150,7.3,9.0,0.19,2201,7.2,10,42.91,1102.91
629,Rockstar (2024),Hindi,Comedy,136.71,2019,148,7.9,7.0,0.68,2306,6.9,3854,75.62,996.57
630,Paan Singh Tomar (2016) (2023),Hindi,Action,230.71,2013,128,7.7,6.1,0.98,171,2.7,1084,71.35,594.49
631,Bareilly Ki Barfi (2024),Hindi,Action,95.8,2017,135,4.3,3.8,0.34,162,4.7,10,1.48,463.18
632,Bajrangi Bhaijaan (2019),Hindi,Biopic,46.4,2011,120,7.0,7.9,-0.77,2784,6.2,1547,41.76,247.85
633,Ustad Hotel (2012),Hindi,Thriller,64.0,2024,139,6.7,6.2,-0.99,2396,5.7,1923,43.99,469.02
634,Jhund (2024),Malayalam,Drama,47.19,2015,129,7.9,7.7,0.22,2172,6.6,907,28.76,63.5
635,Soorarai Pottru (2023) (2018),Tamil,Romance,17.78,2022,146,7.4,7.3,-0.48,2264,2.2,5583,1.75,211.56
636,Raid (2014),Telugu,Crime,66.85,2010,141,6.7,8.2,-0.69,15,2.9,1907,59.63,143.73
637,Bangalore Days (2019),Hindi,Drama,175.09,2013,128,6.9,7.4,-0.46,777,3.0,10,14.69,259.79
638,Maheshinte Prathikaaram (2018),Malayalam,Biopic,44.29,2011,138,5.1,6.3,-0.08,2603,2.9,2740,39.86,279.56
639,PK (2016),Hindi,Action,113.57,2019,142,6.4,5.6,-0.74,921,3.6,1576,49.5,403.42
640,Kesari (2019),Telugu,Action,87.87,2014,131,7.6,7.5,-0.06,1351,2.6,298,14.19,313.65
641,Bhool Bhulaiyaa (2021),Hindi,Thriller,107.87,2015,157,5.6,4.4,-0.6,1721,6.8,3186,43.91,314.82
642,Tanhaji (2010),Hindi,Family,256.67,2017,127,7.3,7.0,-0.55,1812,7.2,2638,16.96,544.23
643,Yeh Jawaani Hai Deewani (2013),Hindi,Thriller,247.29,2011,167,6.6,5.8,0.34,688,6.7,1817,18.37,623.88
644,Tanhaji (2013),Hindi,Biopic,51.52,2019,161,6.6,5.7,0.97,992,9.8,10,4.84,324.44
645,Pushpa: The Rule (2012),Kannada,Family,98.08,2024,123,5.6,6.2,-0.33,1854,2.0,4208,32.0,268.68
646,Shershaah (2011),Hindi,Drama,130.71,2013,133,6.2,8.1,0.29,3135,5.9,3777,11.19,611.64
647,Bell Bottom (2013),Tamil,Thriller,78.83,2015,155,5.5,4.5,0.35,116,7.3,3726,70.95,143.83
648,Bell Bottom (2015),Bengali,Family,12.31,2023,143,5.3,5.3,0.08,1893,4.3,1030,11.08,97.37
649,Baahubali 2: The Conclusion (2024),Telugu,Thriller,68.91,2012,170,7.0,7.2,-0.22,97,6.5,10,39.87,132.15
650,Gangs of Wasseypur (2017),Tamil,Action,48.38,2017,104,5.8,5.9,0.21,3560,5.4,2581,3.28,174.11
651,Thank God (2021),Tamil,Family,58.28,2022,145,7.3,8.5,0.45,4350,4.3,1154,3.68,90.41
652,Kick (2019),Hindi,Drama,23.94,2012,166,6.9,7.9,0.62,919,9.0,416,21.55,284.81
653,Premam (2015),Malayalam,Thriller,9.9,2010,148,6.0,5.6,-0.9,2164,6.4,1876,8.91,63.8
654,Singham (2015),Tamil,Thriller,66.02,2012,110,5.7,6.5,-0.36,2773,6.3,10,4.61,97.11
655,Ustad Hotel (2018) (2019),Kannada,Drama,23.44,2023,137,5.2,5.2,-0.25,2584,6.7,3618,21.1,96.64
656,Newton (2011),Tamil,Family,72.63,2019,124,6.9,7.2,-0.48,643,7.6,3391,11.7,380.05
657,Aruvi (2021) (2017),Tamil,Action,32.68,2020,126,8.9,8.4,0.67,2061,3.7,2290,2.15,97.6
658,Madras (2022),Malayalam,Romance,31.65,2019,129,5.2,4.4,-0.48,2520,2.9,1125,28.48,152.5
659,Angamaly Diaries (2013) (2014),Malayalam,Comedy,37.66,2015,155,10.0,10.0,-0.96,1234,6.1,1347,33.89,194.84
660,Thappad,Hindi,Musical,67.94,2014,126,6.0,5.1,0.23,4225,6.5,4633,50.4,566.93
661,Baahubali: The Beginning (2014),Telugu,Thriller,82.33,2016,123,5.8,6.7,0.23,1008,5.1,770,10.09,116.45
662,Gangs of Wasseypur (2014) (2014),Malayalam,Drama,98.43,2010,108,5.7,5.1,0.58,1344,5.8,2581,76.22,402.87
663,Angamaly Diaries (2013) (2015),Malayalam,Romance,48.12,2012,152,7.4,8.0,0.79,638,5.9,10,43.31,102.5
664,Bhool Bhulaiyaa 2 (2013),Hindi,Drama,238.71,2022,138,7.1,6.2,0.1,2050,6.6,10,74.69,320.86
665,Don 2 (2020),Tamil,Drama,94.76,2015,143,5.7,7.5,-0.57,482,6.3,1622,36.94,316.49
666,Vikram (2024) (2023),Hindi,Romance,87.16,2013,140,5.5,5.3,0.75,310,1.9,2183,17.03,569.78
667,Don 2 (2024),Kannada,Crime,97.3,2016,132,6.9,6.9,0.46,3284,8.6,1744,34.33,92.26
668,Tanu Weds Manu (2019) (2016),Bengali,Romance,62.89,2021,148,8.9,9.9,0.61,1094,4.7,7328,9.56,181.39
669,Pushpa: The Rise (2016),Telugu,Drama,56.82,2017,164,5.7,3.3,-0.15,1435,5.4,3455,27.01,222.05
670,Premam (Malayalam) (2012),Tamil,Family,60.23,2019,159,6.9,7.5,0.11,2256,1.1,1492,49.24,104.26
671,Kabir Singh,Telugu,Musical,25.98,2015,118,8.5,9.5,0.76,233,6.5,4349,6.37,158.98
672,Haider,Hindi,Action,88.37,2021,127,7.6,8.2,-0.57,322,8.3,1130,49.46,386.1
673,KGF: Chapter 2 (2017),Kannada,Romance,54.07,2017,146,6.5,5.9,0.18,2444,6.9,1626,48.66,284.18
674,English Vinglish (2011),Hindi,Biopic,214.04,2025,147,5.6,5.9,-0.81,377,5.5,2731,72.7,1426.18
675,Mukkabaaz (2013),Malayalam,Romance,83.48,2021,180,5.7,7.3,0.62,2612,4.8,98,70.21,362.81
676,Drishyam 2 (2015),Malayalam,Thriller,74.33,2018,155,7.0,5.0,0.95,3311,8.1,1966,66.9,133.74
677,Rustom (2010),Hindi,Musical,38.2,2021,122,7.5,5.9,-0.35,1723,7.7,10,29.57,240.48
678,Don 2 (2017),Tamil,Crime,84.2,2020,168,5.3,5.8,0.96,471,7.6,1567,32.88,194.55
679,Lucifer (2021) (2023),Tamil,Action,25.74,2021,113,8.5,8.5,0.41,1672,5.7,1729,23.17,99.7
680,Super Deluxe (2019) (2011),Hindi,Romance,285.41,2010,157,7.0,8.3,0.89,2536,4.5,434,38.98,795.01
681,Drishyam 2 (2020),Malayalam,Comedy,60.25,2012,125,5.5,5.5,0.51,2276,5.7,582,34.58,179.44
682,Karthikeya 2 (2019),Telugu,Action,91.04,2022,142,4.7,4.9,0.16,967,1.9,2037,43.62,384.99
683,Lucifer (2021) (2022),Tamil,Musical,50.9,2019,123,6.0,6.0,0.85,3198,5.3,3577,45.81,141.48
684,Visaranai (2014),Marathi,Drama,88.72,2013,128,4.7,5.1,0.22,2052,7.9,3082,21.39,114.11
685,Highway (2019),Hindi,Romance,161.41,2019,151,4.9,4.1,0.52,3276,6.4,10,64.44,422.94
686,Rustom (2013),Telugu,Romance,44.27,2019,156,6.1,7.1,0.51,968,2.6,151,37.91,26.46
687,Sultan (2013),Marathi,Action,8.11,2019,112,4.8,5.1,-0.39,2313,3.5,10,7.3,18.05
688,Dangal (2010),Hindi,Drama,6.42,2010,183,7.1,7.4,0.83,3575,8.1,2295,5.78,132.52
689,Mahanati (2024),Tamil,Drama,49.41,2018,130,5.8,5.1,-0.76,2941,3.0,10,44.47,87.9
690,My Name Is Khan (2019),Hindi,Family,12.28,2014,147,6.7,7.8,0.95,738,8.1,3388,11.05,219.81
691,Eega (2025),Telugu,Action,99.12,2020,155,6.3,5.3,-0.63,1562,4.0,10,54.94,167.6
692,Ustad Hotel (2014),Hindi,Action,55.87,2023,163,7.4,8.1,0.38,325,8.2,1008,50.28,132.07
693,Bhool Bhulaiyaa (2020),Malayalam,Comedy,3.68,2023,163,7.0,8.0,0.65,1902,4.9,1852,3.31,80.86
694,Bhaag Milkha Bhaag (2022),Hindi,Romance,67.97,2019,158,6.7,8.5,0.08,3600,2.1,1753,37.04,234.26
695,Rockstar (2010),Hindi,Drama,134.0,2017,153,7.9,9.1,0.86,566,3.4,10,45.93,455.16
696,Robot (Enthiran) (2011),Telugu,Action,51.72,2017,136,7.8,8.7,-0.38,2518,2.8,10,46.55,46.34
697,Tanu Weds Manu (2014),Malayalam,Romance,30.59,2019,132,5.1,4.8,0.87,4343,6.8,10,18.85,77.56
698,Paan Singh Tomar (2016) (2019),Hindi,Action,114.84,2019,155,4.7,5.3,0.62,1680,8.3,1343,20.15,235.83
699,Kabali (2021) (2011),Malayalam,Drama,81.59,2024,137,7.1,9.5,-0.84,2473,1.5,1308,69.86,314.19
700,Yeh Jawaani Hai Deewani (2017),Hindi,Action,73.19,2011,142,5.0,4.7,-0.99,1969,5.0,10,21.69,337.36
701,Drishyam (Malayalam) (2013),Malayalam,Crime,64.27,2021,150,7.7,8.1,0.4,4132,2.1,1017,23.16,227.36
702,Masaan (2024),Malayalam,Action,77.78,2011,127,5.1,5.6,-0.22,224,5.8,2071,62.39,252.75
703,Singham (2018),Hindi,Action,7.38,2019,149,8.1,8.2,0.6,3582,5.9,10,6.64,51.71
704,PK (2018),Bengali,Action,97.59,2017,132,5.2,6.3,0.16,3464,8.4,1711,19.18,238.87
705,My Name Is Khan (2016) (2017),Hindi,Action,153.56,2021,143,6.3,5.3,0.59,2371,6.5,3608,9.35,405.7
706,Ustad Hotel (2016),Hindi,Family,54.39,2025,134,4.5,3.9,0.86,3745,5.5,10,48.95,112.35
707,Andhadhun (2015) (2023),Tamil,Romance,67.18,2013,143,7.1,6.4,0.71,1268,5.1,686,16.93,211.55
708,Ek Tha Tiger (2010),Hindi,Action,126.35,2018,132,6.1,6.6,0.72,3345,4.9,3109,44.05,341.02
709,Piku (2023),Bengali,Biopic,19.92,2021,135,7.7,6.6,-0.91,1145,6.4,2659,17.93,161.76
710,Sairat (2021) (2021),Marathi,Drama,35.68,2023,160,6.7,7.6,-0.2,1291,7.2,87,7.73,67.63
711,KGF: Chapter 2 (2022) (2023),Telugu,Romance,81.68,2015,163,5.6,4.4,0.31,2948,8.1,4966,8.42,444.25
712,Fukrey Returns (2017),Hindi,Drama,231.18,2022,133,4.7,2.7,0.11,669,5.7,10,39.58,258.71
713,Pushpa: The Rise (2011),Telugu,Action,88.75,2012,155,5.5,7.1,0.98,2158,3.3,113,9.58,106.28
714,Sivaji (2012),Hindi,Action,151.69,2019,158,8.0,8.8,-0.1,2757,9.1,3365,41.26,807.04
715,KGF: Chapter 1 (2010),Telugu,Action,34.75,2011,170,6.5,6.4,0.18,2800,10.0,5011,31.28,242.51
716,Haider (2025),Hindi,Thriller,207.89,2016,155,6.4,5.0,0.79,1453,5.7,1833,2.56,616.14
717,Gangs of Wasseypur (2014) (2021),Hindi,Thriller,21.51,2023,139,7.7,7.7,0.07,2141,3.9,10,19.36,41.96
718,Newton (2022),Hindi,Drama,230.09,2024,146,5.2,4.5,-0.74,1110,6.2,1904,59.46,644.41
719,Special 26 (2020),Kannada,Biopic,50.19,2024,135,7.3,6.5,-0.37,1121,6.3,1315,45.17,103.1
720,Hamari Adhuri Kahani (2014),Hindi,Crime,286.48,2022,131,5.8,4.8,0.91,650,7.4,3268,15.28,1351.87
721,Dhoom 3 (2021),Telugu,Comedy,55.63,2011,146,6.7,5.6,-0.1,3666,7.6,10,50.07,109.24
722,Kabali (2012),Hindi,Family,59.26,2011,135,6.5,6.1,0.96,1966,5.9,4443,7.38,355.63
