movie_id,title,genre,budget_million,release_year,runtime_min,critic_rating,audience_rating,review_sentiment,review_volume,star_power,social_media_buzz,marketing_spend_million,box_office_collection
1284,Lost Shadow (2019),Horror,169.94,2019,111,8.7,5.8,0.9,11948,0.95,139032,36.34,558.7
1285,Crimson Horizon (2008),Horror,189.35,2008,121,6.7,8.6,0.52,2459,0.77,39506,10.73,629.03
1286,Fallen Empire (2016),Horror,173.62,2016,155,8.9,4.3,0.15,775,0.6,69959,11.2,614.21
1287,Eternal Echo (2019),Romance,18.08,2019,106,6.0,5.1,-0.56,21508,0.32,131169,21.52,5.0
1288,Final Code (2021),Sci-Fi,131.81,2021,152,9.6,5.2,-0.15,26535,0.81,77894,57.05,286.01
1289,Golden Frontier (2021),Adventure,28.42,2021,98,5.2,9.8,0.55,35109,0.98,135571,57.82,201.16
1290,Crimson Journey (2007),Adventure,6.1,2007,107,4.2,7.3,0.64,12751,0.63,156629,50.82,137.82
1291,Quantum Frontier (2016),Sci-Fi,15.1,2016,128,9.1,4.8,-0.51,21029,0.54,177926,42.35,56.85
1292,Quantum Empire (2006),Comedy,183.65,2006,173,8.4,5.6,0.32,16131,0.66,22952,43.8,633.7
1293,Neon Journey (2000),Action,182.15,2000,149,5.3,5.0,-0.81,14046,0.81,83833,29.24,263.76
1294,Lost Whisper (2012),Thriller,49.04,2012,163,9.7,4.7,-0.95,48187,0.3,21823,32.75,67.51
1295,Quantum Journey (2022),Sci-Fi,111.68,2022,162,6.9,8.6,0.1,31024,0.92,88587,38.8,545.16
1296,Neon Shadow (2018),Drama,191.23,2018,145,9.5,6.9,-0.55,6175,0.92,33701,44.41,610.95
1297,Quantum Mirage (2023),Comedy,101.86,2023,169,6.9,7.7,-0.84,12069,0.68,66436,7.62,287.76
1298,Infinite Mirage (2018),Sci-Fi,81.75,2018,139,6.7,5.9,0.46,43984,0.39,90816,15.04,206.49
1299,Silver Rebellion (2016),Sci-Fi,99.23,2016,155,6.6,7.2,-0.0,38673,0.77,21374,57.85,266.79
1300,Lost Odyssey (2012),Comedy,159.09,2012,169,5.9,5.5,0.59,40533,0.4,65541,21.44,365.24
1301,Eternal Shadow (2015),Comedy,98.07,2015,134,7.1,5.8,0.33,38865,0.66,174008,17.57,304.13
1302,Crimson Storm (2007),Romance,157.74,2007,96,6.6,7.8,0.46,35208,0.37,192742,26.47,516.24
1303,Crimson Mirage (2018),Sci-Fi,89.18,2018,163,4.2,4.9,-0.39,43913,0.71,158740,18.87,291.56
1304,Dark Storm (2017),Thriller,54.14,2017,99,5.5,7.6,-0.47,29090,0.52,133272,7.29,218.49
1305,Broken Legacy (2000),Drama,68.66,2000,101,5.2,8.9,0.2,12489,0.88,90309,14.06,402.83
1306,Crimson Mirage (2013),Action,20.18,2013,118,9.0,4.7,-0.6,41003,0.86,150104,39.13,107.03
1307,Quantum Horizon (2018),Action,101.99,2018,119,7.5,9.2,0.63,37618,1.0,66657,14.94,314.76
1308,Eternal Odyssey (2014),Thriller,33.88,2014,123,8.4,4.5,0.05,34227,0.48,70906,39.56,55.77
1309,Broken Dream (2017),Adventure,163.25,2017,162,9.5,6.0,-0.55,49295,0.34,108455,7.8,279.0
1310,Quantum Dream (2001),Comedy,87.02,2001,139,7.7,7.5,0.25,39898,0.61,196460,4.43,303.16
1311,Silent Shadow (2021),Comedy,154.18,2021,143,9.7,7.2,0.89,39060,0.36,135887,51.97,398.73
1312,Lost Storm (2016),Adventure,191.12,2016,89,5.8,4.6,-0.84,32437,0.42,38175,46.08,496.62
1313,Final Horizon (2017),Comedy,170.65,2017,114,5.1,8.6,-0.78,35831,0.72,179593,40.63,155.28
1314,Infinite Echo (2005),Adventure,190.54,2005,88,6.3,9.6,0.69,33731,0.71,196320,3.79,455.27
1315,Fallen Code (2018),Sci-Fi,115.75,2018,99,6.7,5.1,-0.78,10628,0.33,18736,15.88,205.26
1316,Neon Frontier (2003),Adventure,37.24,2003,119,9.2,9.2,-0.92,24555,0.61,88142,49.11,70.05
1317,Silent Legacy (2000),Comedy,187.4,2000,158,7.2,7.2,-0.3,29207,0.67,198295,10.39,637.26
1318,Eternal Journey (2007),Comedy,174.36,2007,139,5.7,9.4,-0.07,29146,0.49,131795,49.15,549.98
1319,Silver Empire (2022),Sci-Fi,173.56,2022,150,8.3,5.0,0.14,34186,0.91,27905,35.89,687.01
1320,Crimson Journey (2006),Adventure,140.19,2006,144,6.9,8.6,0.01,39355,0.41,145628,44.94,230.01
1321,Fallen Mirage (2002),Sci-Fi,126.86,2002,108,4.9,4.3,0.83,31084,0.48,145516,39.38,434.86
1322,Eternal Code (2009),Thriller,7.87,2009,176,7.3,9.1,0.54,31868,0.41,51007,26.19,228.61
1323,Dark Mirage (2009),Romance,150.87,2009,106,9.3,7.9,0.97,2113,0.38,48774,18.93,303.31
1324,Silver Labyrinth (2018),Sci-Fi,22.85,2018,128,8.9,6.1,-0.05,9514,0.92,146175,41.02,187.94
1325,Final Odyssey (2013),Drama,55.65,2013,116,7.4,5.1,-0.83,2620,0.49,132093,48.8,110.41
1326,Quantum Mirage (2001),Comedy,112.54,2001,179,6.2,8.7,0.91,3891,0.81,148045,4.59,386.78
1327,Silent Shadow (2000),Romance,93.09,2000,167,4.5,7.5,-0.99,10658,0.6,41085,24.03,141.98
1328,Quantum Labyrinth (2022),Action,8.08,2022,135,6.7,6.1,0.55,32488,0.75,150460,22.34,228.25
1329,Broken Echo (2022),Thriller,165.68,2022,169,8.4,6.6,-0.94,35149,0.95,138784,34.45,477.78
1330,Midnight Storm (2017),Adventure,176.37,2017,87,6.1,8.8,0.52,42199,0.89,56965,8.61,495.9
1331,Final Whisper (2006),Romance,137.97,2006,154,5.4,6.0,0.88,24246,0.35,144216,56.14,560.07
1332,Broken Dream (2007),Sci-Fi,110.51,2007,116,9.4,4.5,-0.22,13545,0.89,29462,33.81,395.08
1333,Crimson Mirage (2000),Comedy,192.34,2000,86,8.8,9.3,-0.52,44526,0.62,34737,55.58,520.82
1334,Neon Dream (2024),Comedy,28.39,2024,172,7.7,6.2,-0.55,40524,0.55,31684,49.38,118.39
1335,Quantum Legacy (2022),Comedy,148.89,2022,143,4.8,6.0,-0.02,4343,0.77,9536,13.12,374.59
1336,Broken Labyrinth (2002),Romance,30.03,2002,175,4.8,5.2,-0.66,6629,0.97,92841,9.68,136.49
1337,Crimson Rebellion (2023),Comedy,79.46,2023,157,4.6,9.2,0.35,3710,0.37,90997,51.95,124.74
1338,Fallen Horizon (2022),Sci-Fi,119.17,2022,161,7.6,5.3,-0.26,26662,0.84,4331,33.09,480.07
1339,Fallen Odyssey (2007),Adventure,148.73,2007,98,4.7,7.7,-0.35,45190,0.44,70831,3.15,479.24
1340,Silver Dream (2021),Romance,5.72,2021,135,8.9,9.1,-0.08,10469,0.57,56300,56.19,117.98
1341,Broken Legacy (2024),Comedy,55.82,2024,95,9.8,4.2,0.09,38784,0.91,89363,29.44,313.53
1342,Quantum Labyrinth (2014),Action,109.95,2014,162,6.1,8.8,-0.72,48556,0.68,82498,19.45,325.75
1343,Quantum Journey (2004),Action,108.91,2004,164,6.6,6.4,0.42,35799,0.35,111103,31.96,375.17
1344,Fallen Dream (2002),Drama,129.34,2002,94,8.1,7.8,0.77,11126,0.66,187090,49.73,308.87
1345,Crimson Labyrinth (2018),Comedy,64.25,2018,168,9.4,6.2,-0.44,28993,0.85,81609,8.4,267.74
1346,Dark Labyrinth (2000),Comedy,110.4,2000,164,9.2,8.0,-0.64,21437,0.67,181763,22.82,288.11
1347,Broken Code (2014),Romance,42.01,2014,142,4.3,5.5,0.52,43929,0.42,55423,20.49,121.02
1348,Golden Code (2007),Romance,41.44,2007,118,5.0,4.1,-0.63,19163,0.61,48999,50.7,168.74
1349,Eternal Labyrinth (2001),Horror,117.43,2001,164,8.4,9.5,-0.92,31758,0.95,142557,47.15,275.93
1350,Neon Frontier (2002),Adventure,138.67,2002,162,8.0,4.1,0.24,10059,0.76,109556,25.21,481.12
1351,Hidden Horizon (2023),Comedy,28.48,2023,137,4.8,8.8,-0.52,44227,0.81,145337,40.54,98.82
1352,Silent Odyssey (2013),Drama,28.94,2013,112,6.9,5.0,-0.66,7805,0.85,68024,24.88,161.23
1353,Lost Whisper (2023),Adventure,115.23,2023,102,8.5,6.3,0.96,26473,0.36,165125,35.14,422.78
1354,Eternal Labyrinth (2013),Comedy,57.67,2013,110,5.3,8.8,-0.42,22440,0.71,6733,59.49,315.03
1355,Infinite Horizon (2010),Adventure,81.52,2010,91,9.1,5.2,0.81,33422,0.56,56634,33.06,305.06
1356,Quantum Whisper (2015),Sci-Fi,83.15,2015,129,4.3,9.0,-0.64,44646,0.4,182461,59.34,5.0
1357,Quantum Legacy (2003),Romance,39.82,2003,129,8.5,6.9,0.64,14157,0.44,114584,45.34,239.2
1358,Infinite Mirage (2019),Comedy,5.26,2019,155,7.6,6.1,0.0,17998,0.85,83032,9.0,138.84
1359,Quantum Legacy (2004),Adventure,171.36,2004,119,5.8,7.8,-0.84,1199,0.41,138998,48.17,312.65
1360,Midnight Odyssey (2021),Romance,144.43,2021,136,8.2,6.0,0.47,8065,0.52,44766,11.35,409.88
1361,Fallen Echo (2020),Comedy,139.66,2020,105,8.5,6.0,0.78,45660,0.5,116741,32.88,259.32
1362,Infinite Odyssey (2013),Thriller,111.57,2013,112,9.4,8.3,-0.67,7609,0.33,2563,37.57,214.1
1363,Dark Shadow (2022),Romance,141.69,2022,128,6.1,5.8,0.45,9287,0.62,82363,53.75,369.96
1364,Silver Legacy (2015),Adventure,187.46,2015,164,8.0,5.2,-0.11,25615,0.84,113003,14.2,475.0
1365,Crimson Empire (2017),Drama,134.81,2017,140,7.5,8.7,0.51,16138,0.32,80427,52.8,350.82
1366,Silent Journey (2006),Thriller,56.69,2006,94,7.0,8.7,0.43,511,0.38,25932,56.2,187.37
1367,Midnight Empire (2009),Sci-Fi,116.26,2009,107,9.2,6.9,-0.95,10635,0.8,87474,7.19,243.15
1368,Infinite Odyssey (2006),Comedy,91.25,2006,132,4.0,7.1,-0.64,40742,0.72,147658,53.35,185.88
1369,Broken Labyrinth (2000),Horror,113.5,2000,136,5.6,8.0,-0.06,21343,0.8,15026,17.03,441.69
1370,Infinite Empire (2022),Sci-Fi,105.93,2022,99,7.1,7.0,0.87,1161,0.46,167460,6.7,454.72
1371,Lost Code (2020),Romance,172.46,2020,139,5.0,6.4,-0.32,46897,0.86,143526,57.6,629.25
1372,Silver Odyssey (2018),Thriller,132.1,2018,127,9.3,9.8,0.26,7881,0.64,122857,24.75,307.57
1373,Quantum Mirage (2015),Sci-Fi,41.81,2015,134,7.8,4.9,-0.98,22458,0.73,38171,38.13,130.12
1374,Infinite Echo (2018),Drama,17.29,2018,90,6.8,7.4,0.42,10114,0.36,22043,34.07,113.78
1375,Eternal Empire (2003),Horror,87.75,2003,117,8.7,9.1,0.21,6371,0.44,18422,14.36,401.46
1376,Silver Dream (2017),Romance,8.04,2017,146,6.6,8.0,0.43,1079,0.84,155023,40.83,175.6
1377,Fallen Mirage (2001),Thriller,67.07,2001,139,7.2,9.1,0.81,25337,0.46,29443,4.67,258.76
1378,Lost Horizon (2000),Sci-Fi,76.76,2000,123,4.0,6.0,-0.71,48226,0.36,143814,13.78,99.23
1379,Fallen Horizon (2014),Thriller,78.24,2014,96,6.1,5.6,-0.48,37493,0.72,30791,56.79,127.82
1380,Silent Mirage (2004),Thriller,195.97,2004,115,4.8,8.9,0.99,13970,0.68,128585,57.3,712.12
1381,Infinite Shadow (2019),Sci-Fi,64.26,2019,158,8.0,6.3,-0.69,13579,0.73,82974,29.99,139.9
1382,Midnight Rebellion (2010),Action,56.72,2010,137,6.8,8.1,0.44,16150,0.73,58265,11.81,277.21
1383,Fallen Empire (2009),Comedy,30.23,2009,118,5.8,4.9,0.45,22818,0.65,26877,26.45,221.16
1384,Silent Journey (2001),Adventure,104.65,2001,125,6.7,8.4,0.37,14354,0.65,112004,52.87,403.44
1385,Crimson Echo (2002),Romance,34.97,2002,94,5.2,7.2,-0.55,2636,0.95,172252,6.08,82.02
1386,Crimson Odyssey (2022),Romance,125.18,2022,136,9.4,5.6,-0.57,5563,0.67,144175,9.42,320.76
1387,Fallen Rebellion (2022),Horror,35.26,2022,159,4.3,6.9,0.33,25581,0.73,106429,53.95,261.47
1388,Broken Mirage (2011),Horror,117.45,2011,141,9.0,8.0,-0.63,24181,0.49,70003,26.09,392.14
1389,Silver Labyrinth (2019),Horror,166.12,2019,162,7.0,4.1,0.32,17090,0.91,2494,6.84,521.53
1390,Broken Empire (2004),Romance,13.29,2004,87,7.6,7.7,-0.01,44891,0.32,37901,10.07,165.1
1391,Dark Whisper (2004),Thriller,86.85,2004,141,5.8,7.1,-0.23,36398,0.69,87785,53.18,215.07
1392,Midnight Rebellion (2005),Horror,94.9,2005,117,9.6,5.3,-0.4,15955,0.57,180339,30.43,284.0
1393,Silver Mirage (2008),Sci-Fi,159.26,2008,91,5.6,8.4,0.9,18738,0.72,50334,11.45,632.55
1394,Fallen Legacy (2001),Comedy,96.24,2001,88,7.4,5.8,0.02,38532,0.55,35004,53.86,219.65
1395,Hidden Echo (2020),Drama,115.67,2020,123,9.8,5.6,0.12,40745,0.8,144499,51.03,267.29
1396,Hidden Journey (2011),Romance,159.28,2011,132,9.1,6.7,0.9,18544,0.31,173652,3.34,504.37
1397,Quantum Whisper (2002),Sci-Fi,114.15,2002,158,7.1,7.9,0.31,27657,0.58,49606,35.7,340.37
1398,Silent Frontier (2019),Comedy,74.87,2019,163,9.7,9.4,0.92,40816,0.88,59888,16.17,413.37
1399,Dark Labyrinth (2021),Comedy,21.74,2021,100,8.1,4.8,-0.79,16212,0.48,66770,32.92,21.33
1400,Dark Frontier (2011),Action,147.33,2011,122,5.2,6.3,0.69,5479,0.34,1072,18.2,452.84
1401,Crimson Empire (2023),Adventure,174.87,2023,88,6.4,4.4,-0.33,38314,0.65,95679,20.32,317.12
1402,Lost Whisper (2016),Sci-Fi,194.16,2016,88,5.9,8.4,0.62,8976,0.98,23151,36.91,440.39
1403,Crimson Empire (2009),Romance,185.69,2009,111,6.0,6.6,0.71,33986,0.34,199397,33.25,615.18
1404,Midnight Journey (2023),Horror,160.5,2023,170,8.4,8.1,-0.46,41961,0.35,58971,24.92,330.49
1405,Dark Code (2013),Thriller,130.48,2013,170,7.4,5.9,-0.18,17141,0.72,168863,8.24,353.06
1406,Eternal Whisper (2022),Horror,157.38,2022,101,4.2,8.9,0.45,31211,0.48,192082,58.23,304.67
1407,Hidden Legacy (2016),Comedy,89.26,2016,154,9.1,7.1,-0.8,47655,0.59,11531,12.13,171.38
1408,Quantum Rebellion (2017),Comedy,120.98,2017,138,5.7,9.5,0.51,19481,0.88,163420,38.72,450.49
1409,Hidden Dream (2018),Drama,73.0,2018,92,9.8,4.5,-0.78,43382,0.44,113548,6.8,160.78
1410,Eternal Whisper (2016),Horror,68.71,2016,137,9.5,7.0,0.83,41280,0.8,78087,41.92,428.01
1411,Final Rebellion (2013),Adventure,152.55,2013,89,9.5,8.4,-0.45,49073,0.65,167100,7.5,218.13
1412,Silent Rebellion (2008),Adventure,93.52,2008,153,8.7,7.5,0.15,28370,0.93,38030,15.31,344.34
1413,Neon Legacy (2007),Action,46.37,2007,131,5.3,4.1,-0.77,23682,0.98,32792,39.53,99.07
1414,Broken Journey (2001),Adventure,44.38,2001,158,7.1,9.6,-0.46,36281,0.64,139460,18.41,119.26
1415,Broken Empire (2012),Comedy,172.54,2012,124,5.3,5.7,-0.19,21501,0.71,187769,32.91,426.43
1416,Crimson Echo (2024),Comedy,137.16,2024,91,5.5,5.4,-0.03,14565,0.82,41224,9.22,275.7
1417,Broken Labyrinth (2006),Adventure,111.48,2006,96,7.5,6.8,-1.0,30172,0.52,47959,13.74,277.53
1418,Midnight Horizon (2008),Thriller,83.18,2008,178,4.2,7.1,0.78,1387,0.46,26544,44.56,335.19
1419,Silent Code (2021),Thriller,89.01,2021,109,9.6,8.4,-0.98,44914,0.98,109523,4.04,279.82
1420,Dark Odyssey (2021),Adventure,16.2,2021,112,9.3,6.3,0.55,24165,0.6,173210,8.48,175.45
1421,Dark Horizon (2010),Drama,93.71,2010,127,6.2,6.6,-0.06,1244,0.3,154770,14.47,277.01
1422,Silver Legacy (2013),Sci-Fi,160.11,2013,161,7.0,7.1,0.05,24120,0.89,105421,3.17,555.2
1423,Lost Echo (2003),Drama,80.66,2003,131,6.7,6.3,-0.58,20320,0.72,199659,7.53,283.22
1424,Silent Labyrinth (2012),Drama,79.8,2012,133,9.1,9.3,0.21,22047,0.42,87351,18.32,271.06
1425,Neon Labyrinth (2001),Adventure,8.06,2001,170,8.0,8.9,0.07,2204,0.32,189610,7.39,74.31
1426,Dark Shadow (2022),Thriller,94.28,2022,138,5.6,6.6,-0.67,47879,0.5,179119,52.23,202.25
1427,Final Rebellion (2004),Horror,9.94,2004,102,6.6,4.0,-0.52,4564,0.95,111031,5.83,81.82
1428,Crimson Legacy (2010),Horror,116.22,2010,111,6.5,9.2,-0.87,38494,0.95,102244,51.94,282.48
1429,Golden Journey (2005),Adventure,103.82,2005,156,9.6,4.7,-0.87,11218,0.52,77545,49.73,72.47
1430,Midnight Empire (2017),Horror,168.8,2017,90,5.0,5.4,-0.97,47808,0.89,135700,7.84,347.79
1431,Crimson Empire (2020),Sci-Fi,118.45,2020,159,4.5,4.9,-0.56,4714,0.61,172474,3.46,388.41
1432,Final Dream (2009),Thriller,68.07,2009,177,9.1,5.0,0.36,25561,0.76,174263,4.9,366.78
1433,Silver Horizon (2003),Adventure,105.67,2003,153,9.2,8.7,-0.37,12002,0.53,35727,36.24,326.52
1434,Fallen Dream (2008),Action,141.44,2008,155,9.1,7.4,-0.31,38395,0.66,35294,40.88,332.21
1435,Silent Journey (2005),Romance,23.32,2005,106,7.0,9.5,-0.74,42526,0.51,25223,38.0,31.32
1436,Fallen Horizon (2001),Romance,126.11,2001,143,7.8,5.3,0.15,32637,0.34,159720,33.41,343.93
1437,Hidden Labyrinth (2016),Adventure,183.74,2016,131,7.3,6.8,-0.32,47388,0.4,97240,12.13,676.34
1438,Crimson Echo (2004),Adventure,63.33,2004,152,4.4,9.7,0.35,49345,0.5,196046,50.78,242.35
1439,Final Horizon (2024),Action,127.19,2024,116,7.5,8.8,0.48,10507,0.98,4519,21.0,513.26
1440,Infinite Empire (2005),Horror,165.16,2005,167,4.1,8.2,0.17,44258,0.98,84615,59.2,452.32
1441,Crimson Journey (2011),Romance,104.8,2011,85,5.9,5.1,-0.45,49416,0.88,23280,24.32,207.82
1442,Quantum Mirage (2022),Sci-Fi,145.01,2022,138,9.4,8.5,0.02,39805,0.46,90910,17.25,348.63
1443,Final Empire (2020),Adventure,65.65,2020,130,5.8,6.0,-0.5,28705,0.61,187690,53.87,245.82
1444,Final Legacy (2009),Thriller,64.68,2009,125,9.5,7.1,0.81,49849,0.61,178911,34.91,392.91
1445,Quantum Code (2021),Romance,135.18,2021,125,5.5,7.5,0.53,40899,0.57,46079,43.87,265.16
1446,Silver Empire (2020),Sci-Fi,142.55,2020,92,5.8,7.5,-0.01,32364,0.33,132448,25.69,253.32
1447,Final Code (2024),Thriller,187.72,2024,116,7.6,8.2,0.93,28447,0.67,132850,53.44,484.62
1448,Silver Journey (2005),Adventure,48.84,2005,114,8.4,7.8,0.09,45775,0.35,104579,55.23,203.18
1449,Broken Frontier (2007),Sci-Fi,96.3,2007,130,6.9,4.4,-0.34,5463,0.86,168183,27.33,236.15
1450,Dark Legacy (2001),Action,53.85,2001,176,9.1,6.7,-0.81,47697,0.78,154448,15.96,206.47
1451,Midnight Horizon (2011),Adventure,20.62,2011,136,4.2,7.9,0.09,23180,0.55,135667,39.56,61.77
1452,Lost Empire (2012),Drama,83.63,2012,173,9.3,5.7,0.72,24986,0.75,150955,57.37,322.54
1453,Neon Echo (2024),Action,77.95,2024,145,5.1,5.8,0.73,31938,0.46,79723,38.1,251.5
1454,Hidden Frontier (2020),Romance,57.73,2020,97,9.1,4.7,0.21,21746,0.49,74025,57.34,220.44
1455,Midnight Rebellion (2006),Thriller,62.91,2006,173,6.3,6.4,-0.21,3841,0.52,124934,21.94,231.98
1456,Neon Odyssey (2009),Sci-Fi,75.28,2009,124,8.8,9.7,0.3,48421,0.86,184223,55.07,382.48
1457,Golden Frontier (2012),Romance,197.82,2012,145,7.9,5.7,0.52,8247,0.45,164249,8.53,603.9
1458,Quantum Dream (2016),Romance,157.68,2016,128,5.0,7.1,-0.18,8948,0.69,97962,22.81,272.5
1459,Quantum Journey (2020),Adventure,18.92,2020,146,9.3,8.3,-0.05,11440,0.44,191592,30.68,38.72
1460,Lost Dream (2013),Drama,175.12,2013,128,5.4,4.1,0.36,35830,0.5,59150,39.88,505.81
1461,Neon Journey (2001),Horror,128.49,2001,132,5.4,9.2,0.75,16096,0.46,85403,19.06,260.01
1462,Silver Horizon (2021),Romance,178.67,2021,158,8.7,6.2,0.58,31127,0.75,47686,55.61,625.55
1463,Broken Horizon (2010),Drama,71.63,2010,143,4.6,9.0,-0.96,18551,0.67,55947,54.4,88.75
1464,Dark Dream (2000),Thriller,95.58,2000,141,5.3,4.2,-0.75,23198,0.8,163298,48.36,259.86
1465,Infinite Code (2018),Thriller,179.76,2018,179,6.9,4.8,0.71,6913,0.45,64426,8.63,803.98
1466,Quantum Journey (2020),Sci-Fi,58.15,2020,95,8.8,5.9,0.67,19532,0.31,118387,6.54,258.53
1467,Infinite Rebellion (2003),Horror,183.52,2003,109,4.9,6.0,-0.22,6234,0.78,41252,30.89,455.77
1468,Crimson Shadow (2018),Drama,166.56,2018,145,7.2,8.9,0.17,42096,0.38,147895,46.39,465.17
1469,Quantum Mirage (2020),Action,196.21,2020,130,8.1,4.1,0.81,31286,0.47,26927,9.15,436.26
1470,Midnight Echo (2010),Thriller,68.23,2010,138,9.0,7.7,0.82,18463,0.51,197716,39.2,359.91
1471,Broken Labyrinth (2007),Adventure,50.97,2007,118,9.4,4.8,0.57,24499,0.82,157173,32.62,167.27
1472,Lost Mirage (2010),Horror,69.52,2010,168,8.6,8.8,-0.58,17018,0.74,68034,44.11,203.6
1473,Fallen Storm (2003),Sci-Fi,191.16,2003,91,7.8,8.5,0.46,28907,0.43,121785,27.25,614.91
1474,Eternal Frontier (2016),Action,69.95,2016,146,6.5,6.9,-0.8,30001,0.72,97647,42.21,194.74
1475,Silent Horizon (2006),Thriller,115.22,2006,141,4.7,5.2,0.79,37388,0.8,179848,11.26,446.9
1476,Infinite Mirage (2007),Thriller,83.72,2007,177,8.1,7.7,-0.7,35780,0.57,51819,14.45,111.41
1477,Silent Code (2002),Sci-Fi,82.26,2002,160,9.8,4.9,0.32,29545,0.47,53336,54.39,402.6
1478,Final Horizon (2021),Sci-Fi,42.71,2021,89,8.3,5.1,0.22,27319,0.78,190021,21.1,245.05
1479,Broken Mirage (2001),Comedy,109.73,2001,160,4.1,7.6,0.55,23731,0.73,191040,59.16,488.99
1480,Crimson Rebellion (2022),Adventure,170.63,2022,177,6.9,9.7,0.1,24932,0.35,104221,4.68,472.37
1481,Infinite Mirage (2014),Romance,14.65,2014,119,7.6,9.2,-0.88,27245,0.77,49773,30.76,105.56
1482,Silver Journey (2023),Romance,178.4,2023,168,8.0,7.4,0.41,29943,0.64,89781,20.85,354.27
1483,Quantum Dream (2021),Action,134.77,2021,121,8.2,7.1,-0.23,45417,0.83,185626,59.77,443.11
1484,Crimson Storm (2021),Romance,125.26,2021,144,7.2,9.8,-0.36,34500,0.43,30581,59.42,326.12
1485,Eternal Shadow (2004),Action,127.05,2004,149,5.3,7.2,0.98,44832,0.48,100361,15.64,421.57
1486,Silent Storm (2023),Horror,62.77,2023,100,9.5,6.4,0.18,30796,0.68,89232,17.5,250.25
1487,Silent Echo (2000),Thriller,85.95,2000,114,8.0,9.3,0.42,42413,0.64,149824,45.48,409.78
1488,Dark Legacy (2003),Comedy,160.86,2003,157,5.4,5.4,0.05,42998,0.57,25486,53.6,355.99
1489,Hidden Echo (2014),Comedy,64.74,2014,126,5.9,4.6,0.54,49614,0.82,121426,40.49,333.95
1490,Broken Whisper (2019),Adventure,96.65,2019,145,9.3,7.7,0.5,26985,0.7,54785,52.15,351.3
1491,Dark Storm (2018),Adventure,8.83,2018,158,9.1,4.6,0.31,6153,0.8,82141,5.67,226.52
1492,Dark Labyrinth (2002),Thriller,148.04,2002,161,6.3,6.2,1.0,38426,0.41,98620,39.15,315.61
1493,Hidden Whisper (2019),Sci-Fi,86.45,2019,132,4.2,6.5,-0.08,4589,0.81,184962,42.61,279.66
1494,Golden Labyrinth (2010),Adventure,107.44,2010,146,4.3,7.2,0.41,25694,0.62,26503,13.04,439.08
1495,Fallen Journey (2016),Adventure,27.36,2016,168,5.6,9.8,0.6,44248,0.32,114329,47.12,163.93
1496,Silver Frontier (2012),Drama,198.38,2012,177,7.6,5.3,-0.25,26985,0.46,153656,56.77,424.87
1497,Golden Horizon (2010),Drama,63.98,2010,148,7.4,6.2,-0.09,37569,0.32,183960,54.08,141.96
1498,Lost Frontier (2001),Romance,128.82,2001,141,7.7,4.8,0.94,46138,0.62,173736,16.21,439.6
1499,Neon Horizon (2008),Sci-Fi,118.34,2008,152,8.2,7.5,-0.94,15247,0.53,58626,20.79,85.54
1500,Eternal Labyrinth (2001),Action,158.09,2001,130,4.1,8.2,-0.33,28480,0.99,144093,30.98,536.39
1501,Crimson Code (2020),Horror,62.3,2020,112,4.6,6.8,-0.03,37571,0.91,116658,11.18,278.83
1502,Golden Whisper (2008),Comedy,152.41,2008,161,6.1,5.4,-1.0,41864,0.88,143370,57.33,375.22
1503,Crimson Shadow (2008),Romance,79.59,2008,87,4.9,7.6,0.8,27511,0.65,155917,11.37,330.87
1504,Infinite Empire (2007),Adventure,85.18,2007,121,4.4,7.1,-0.43,26586,0.86,61197,46.16,299.07
1505,Midnight Echo (2016),Thriller,136.18,2016,132,7.7,5.0,-0.48,24433,0.49,109585,21.8,242.86
1506,Lost Mirage (2000),Sci-Fi,157.94,2000,103,8.7,6.4,0.64,5462,0.69,45976,35.28,401.47
1507,Midnight Code (2024),Adventure,135.04,2024,176,8.4,6.5,-0.44,43778,0.58,73686,4.74,332.66
1508,Quantum Empire (2010),Comedy,180.48,2010,167,8.7,9.7,0.32,45548,0.42,43552,13.89,437.64
1509,Final Empire (2007),Action,60.61,2007,101,7.9,8.9,0.64,1357,0.35,177995,27.77,273.05
1510,Fallen Horizon (2009),Action,180.62,2009,166,8.3,8.3,0.58,28805,0.69,173597,41.28,493.61
1511,Hidden Shadow (2024),Drama,30.52,2024,166,5.6,9.2,0.56,40039,0.37,43377,47.1,81.19
1512,Broken Journey (2006),Romance,133.61,2006,171,9.8,8.3,-0.82,40827,0.8,41123,3.75,232.62
1513,Eternal Legacy (2002),Adventure,111.79,2002,124,5.1,9.2,-0.84,16903,0.95,94479,10.84,182.21
1514,Dark Journey (2002),Thriller,101.45,2002,134,5.2,4.3,-0.39,2920,0.41,91496,44.33,259.35
1515,Infinite Whisper (2017),Comedy,65.63,2017,157,5.7,6.6,-0.93,11718,0.63,179039,49.16,119.88
1516,Final Journey (2004),Adventure,103.23,2004,113,9.7,8.3,0.0,41191,0.82,11837,15.72,457.61
1517,Quantum Empire (2011),Horror,36.55,2011,135,9.7,7.4,-0.21,16950,0.5,20519,15.32,36.89
1518,Broken Echo (2011),Action,77.02,2011,126,8.6,5.0,0.11,30634,0.94,87096,7.11,377.46
1519,Dark Code (2018),Adventure,24.24,2018,113,7.6,6.0,-0.4,3633,0.92,24307,10.72,96.58
1520,Crimson Frontier (2005),Comedy,116.51,2005,150,7.0,5.8,-0.03,34053,0.37,20640,2.46,335.5
